time,PPT_State,PPT_Current_Min,PPT_Current_Max,PPT_Current_Avg
1584763177,Off_Manual,-15.4990234375,7.84619140625,-0.0029296875
1584763234,Off_Manual,-15.4990234375,7.84619140625,-0.0029296875
1584763297,Off_Manual,-15.4990234375,7.84619140625,-0.0029296875
1584763354,Off_Manual,-15.4990234375,7.84619140625,-0.0029296875
1584763417,Off_Manual,-15.4990234375,7.84619140625,-0.0029296875
1584763474,Off_Manual,-15.4990234375,7.84619140625,-0.0029296875
1584763537,Off_Manual,-15.4990234375,7.84619140625,-0.0029296875
1584763594,Off_Manual,-15.4990234375,7.84619140625,-0.0029296875
1584763656,Off_Manual,-15.4990234375,7.84619140625,-0.0029296875
1584763714,Off_Manual,-15.4990234375,7.84619140625,-0.0029296875
1584768937,Off_Manual,-15.4990234375,7.84619140625,-0.0029296875
1584768994,Off_Manual,-15.4990234375,7.84619140625,-0.0029296875
1584769057,Off_Manual,-15.4990234375,7.84619140625,-0.0029296875
1584769114,Off_Manual,-15.4990234375,7.84619140625,-0.0029296875
1584769176,Off_Manual,-15.4990234375,7.84619140625,-0.0029296875
1584769234,Off_Manual,-15.4990234375,7.84619140625,-0.0029296875
1584769296,Off_Manual,-0.0078125,0.001953125,-0.0029296875
1584769354,Off_Manual,-0.0078125,0.001953125,-0.0029296875
1584769536,Off_Manual,-0.0087890625,0.0029296875,-0.0029296875
1584769594,Off_Manual,-0.0087890625,0.0029296875,-0.0029296875
1584769714,Off_Manual,-0.009765625,0.0029296875,-0.0029296875
1584847425,Off_Manual,-0.009765625,5.4951171875,-0.0029296875
1584847482,Off_Manual,-0.009765625,5.4951171875,-0.0029296875
1584847545,Off_Manual,-0.009765625,5.4951171875,-0.0029296875
1584847602,Off_Manual,-0.009765625,5.4951171875,-0.0029296875
1584847665,Off_Manual,-0.0068359375,0.001953125,-0.0029296875
1584847722,Off_Manual,-0.0078125,0.001953125,-0.0029296875
1584847785,Off_Manual,-0.0087890625,0.001953125,-0.0029296875
1584847842,Off_Manual,-0.0087890625,0.0029296875,-0.0029296875
1584847904,Off_Manual,-0.0087890625,0.0029296875,-0.0029296875
1584847962,Off_Manual,-0.0087890625,0.0029296875,-0.0029296875
1584848024,Off_Manual,-0.0087890625,0.0029296875,-0.0029296875
1584848082,Off_Manual,-0.0087890625,0.0029296875,-0.0029296875
1584848144,Off_Manual,-0.0087890625,0.0029296875,-0.0029296875
1584853365,Off_Manual,-0.0087890625,0.00390625,-0.0029296875
1584853423,Off_Manual,-0.005859375,0.0,-0.0029296875
1584853485,Off_Manual,-0.0078125,0.001953125,-0.0029296875
1584853543,Off_Manual,-0.005859375,0.0,-0.0029296875
1584853605,Off_Manual,-0.0078125,0.001953125,-0.0029296875
1584853663,Off_Manual,-0.0078125,0.001953125,-0.0029296875
1584853725,Off_Manual,-0.0078125,0.001953125,-0.0029296875
1584853782,Off_Manual,-0.0078125,0.0029296875,-0.0029296875
1584853845,Off_Manual,-0.0087890625,0.0029296875,-0.0029296875
1584853902,Off_Manual,-0.0087890625,0.0029296875,-0.0029296875
1584853965,Off_Manual,-0.0087890625,0.0029296875,-0.0029296875
1584854022,Off_Manual,-0.0087890625,0.0029296875,-0.0029296875
1584854085,Off_Manual,-0.0087890625,0.0029296875,-0.0029296875
1584854142,Off_Manual,-0.0087890625,0.0029296875,-0.0029296875
1584854204,Off_Manual,-0.0087890625,0.0029296875,-0.0029296875
1585016324,Off_Manual,-1.228515625,1.1337890625,-0.0029296875
1585016382,Off_Manual,-1.228515625,1.1337890625,-0.0029296875
1585016444,Off_Manual,-1.228515625,1.1337890625,-0.0029296875
1585016502,Off_Manual,-1.228515625,1.1337890625,-0.0029296875
1585016564,Off_Manual,-1.228515625,1.1337890625,-0.0029296875
1585016622,Off_Manual,-1.228515625,1.1337890625,-0.0029296875
1585016684,Off_Manual,-1.228515625,1.1337890625,-0.0029296875
1585016746,Off_Manual,-1.228515625,1.1337890625,-0.0029296875
1585016804,Off_Manual,-1.228515625,1.1337890625,-0.0029296875
1585016866,Off_Manual,-1.228515625,1.1337890625,-0.0029296875
1585016924,Off_Manual,-1.228515625,1.1337890625,-0.0029296875
1585022142,Off_Manual,-1.228515625,1.1337890625,-0.0029296875
1585022279,Off_Manual,-1.228515625,1.1337890625,-0.0029296875
1585022284,Off_Manual,-1.228515625,1.1337890625,-0.0029296875
1585022308,Off_Manual,-1.228515625,1.1337890625,-0.00244140625
1585022313,Off_Manual,-1.228515625,1.1337890625,-0.0029296875
1585022322,Off_Manual,-1.228515625,1.1337890625,-0.0029296875
1585022370,Off_Manual,-1.228515625,1.1337890625,-0.0029296875
1585022380,Off_Manual,-1.228515625,1.1337890625,-0.0029296875
1585022505,Off_Manual,-1.228515625,1.1337890625,-0.0029296875
1585022625,Off_Manual,-1.228515625,1.1337890625,-0.0029296875
1585022682,Off_Manual,-1.228515625,1.1337890625,-0.0029296875
1585022802,Off_Manual,-1.228515625,1.1337890625,-0.0029296875
1585022864,Off_Manual,-1.228515625,1.1337890625,-0.0029296875
1585022984,Off_Manual,-1.228515625,1.1337890625,-0.0029296875
1587416114,Off_Manual,-16.0,15.9970703125,-0.0029296875
1587416177,Off_Manual,-16.0,15.9970703125,-0.0029296875
1587416234,Off_Manual,-16.0,15.9970703125,-0.0029296875
1587416296,Off_Manual,-16.0,15.9970703125,-0.0029296875
1587416354,Off_Manual,-16.0,15.9970703125,-0.0029296875
1587416416,Off_Manual,-16.0,15.9970703125,-0.0029296875
1587416474,Off_Manual,-16.0,15.9970703125,-0.0029296875
1587416536,Off_Manual,-16.0,15.9970703125,-0.0029296875
1587416594,Off_Manual,-16.0,15.9970703125,-0.0029296875
1587416656,Off_Manual,-16.0,15.9970703125,-0.0029296875
1587759794,Off_Manual,-16.0,15.9970703125,-0.0029296875
1587759856,Off_Manual,-16.0,15.9970703125,-0.0029296875
1587759918,Off_Manual,-16.0,15.9970703125,-0.0029296875
1587759976,Off_Manual,-16.0,15.9970703125,-0.0029296875
1587760038,Off_Manual,-16.0,15.9970703125,-0.0029296875
1587760096,Off_Manual,-16.0,15.9970703125,-0.0029296875
1587760158,Off_Manual,-16.0,15.9970703125,-0.0029296875
1587760216,Off_Manual,-16.0,15.9970703125,-0.0029296875
1587760278,Off_Manual,-16.0,15.9970703125,-0.0029296875
1587760340,Off_Manual,-16.0,15.9970703125,-0.0029296875
1588266533,Off_Manual,-16.0,15.9970703125,-0.0029296875
1588266590,Off_Manual,-16.0,15.9970703125,-0.0029296875
1588266653,Off_Manual,-16.0,15.9970703125,-0.0029296875
1588266710,Off_Manual,-16.0,15.9970703125,-0.0029296875
1588266772,Off_Manual,-16.0,15.9970703125,-0.0029296875
1588266830,Off_Manual,-16.0,15.9970703125,-0.0029296875
1588266892,Off_Manual,-16.0,15.9970703125,-0.0029296875
1588266950,Off_Manual,-16.0,15.9970703125,-0.0029296875
1588267012,Off_Manual,-16.0,15.9970703125,-0.0029296875
1588267070,Off_Manual,-16.0,15.9970703125,-0.0029296875
1588267132,Off_Manual,-16.0,15.9970703125,-0.0029296875
